Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
102218,Hospital 2218,City 18,NY,12218,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Same as the national average,Above the national average
102219,Hospital 2219,City 19,MI,12219,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Not Available,Below the national average
102220,Hospital 2220,City 20,MI,12220,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Below the national average
102221,Hospital 2221,City 21,PA,12221,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Below the national average
102222,Hospital 2222,City 22,FL,12222,County 22,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Not Available,Below the national average
102223,Hospital 2223,City 23,TX,12223,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Same as the national average
102224,Hospital 2224,City 24,NY,12224,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Same as the national average
102225,Hospital 2225,City 25,PA,12225,County 25,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Not Available,Not Available
102226,Hospital 2226,City 26,GA,12226,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Below the national average
102227,Hospital 2227,City 27,PA,12227,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Same as the national average,Same as the national average
102228,Hospital 2228,City 28,FL,12228,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Not Available,Not Available
102229,Hospital 2229,City 29,PA,12229,County 29,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Not Available
102230,Hospital 2230,City 30,CA,12230,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Above the national average,Same as the national average
102231,Hospital 2231,City 31,FL,12231,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Not Available,Not Available
102232,Hospital 2232,City 32,TX,12232,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Not Available,Same as the national average
102233,Hospital 2233,City 33,IL,12233,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Same as the national average,Not Available
102234,Hospital 2234,City 34,PA,12234,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Below the national average
102235,Hospital 2235,City 35,MI,12235,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Above the national average
102236,Hospital 2236,City 36,NY,12236,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average
102237,Hospital 2237,City 37,FL,12237,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Above the national average,Below the national average
102238,Hospital 2238,City 38,MI,12238,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Not Available,Below the national average
102239,Hospital 2239,City 39,TX,12239,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Same as the national average,Same as the national average
102240,Hospital 2240,City 40,TX,12240,County 40,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Same as the national average,Not Available
102241,Hospital 2241,City 41,IL,12241,County 41,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Above the national average
102242,Hospital 2242,City 42,NY,12242,County 42,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Not Available,Not Available
102243,Hospital 2243,City 43,TX,12243,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Not Available,Same as the national average
102244,Hospital 2244,City 44,GA,12244,County 44,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Below the national average,Above the national average
102245,Hospital 2245,City 45,PA,12245,County 45,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Below the national average,Not Available
102246,Hospital 2246,City 46,TX,12246,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Below the national average,Above the national average
102247,Hospital 2247,City 47,PA,12247,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Same as the national average,Below the national average
102248,Hospital 2248,City 48,IL,12248,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Above the national average,Not Available
102249,Hospital 2249,City 49,PA,12249,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Below the national average
102250,Hospital 2250,City 50,GA,12250,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Below the national average,Not Available
102251,Hospital 2251,City 51,CA,12251,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Same as the national average,Above the national average
102252,Hospital 2252,City 52,MI,12252,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Not Available
102253,Hospital 2253,City 53,OH,12253,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Below the national average
102254,Hospital 2254,City 54,PA,12254,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Same as the national average,Below the national average
102255,Hospital 2255,City 55,IL,12255,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Below the national average,Above the national average
102256,Hospital 2256,City 56,GA,12256,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Same as the national average
102257,Hospital 2257,City 57,CA,12257,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Below the national average,Above the national average
102258,Hospital 2258,City 58,TX,12258,County 8,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Above the national average
102259,Hospital 2259,City 59,PA,12259,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Above the national average
102260,Hospital 2260,City 60,MI,12260,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Same as the national average,Above the national average
102261,Hospital 2261,City 61,TX,12261,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Not Available,Same as the national average
102262,Hospital 2262,City 62,FL,12262,County 12,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Below the national average,Same as the national average
102263,Hospital 2263,City 63,GA,12263,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Below the national average
102264,Hospital 2264,City 64,MI,12264,County 14,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Above the national average,Above the national average
102265,Hospital 2265,City 65,TX,12265,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average
102266,Hospital 2266,City 66,CA,12266,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Same as the national average
102267,Hospital 2267,City 67,OH,12267,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Below the national average,Same as the national average
102268,Hospital 2268,City 68,OH,12268,County 18,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Below the national average
102269,Hospital 2269,City 69,IL,12269,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Not Available
102270,Hospital 2270,City 70,PA,12270,County 20,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Not Available,Above the national average,Not Available
102271,Hospital 2271,City 71,NY,12271,County 21,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Below the national average
102272,Hospital 2272,City 72,PA,12272,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Not Available
102273,Hospital 2273,City 73,IL,12273,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Same as the national average
102274,Hospital 2274,City 74,NY,12274,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Below the national average
102275,Hospital 2275,City 75,OH,12275,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Same as the national average,Same as the national average
102276,Hospital 2276,City 76,OH,12276,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Below the national average,Not Available
102277,Hospital 2277,City 77,TX,12277,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Same as the national average
102278,Hospital 2278,City 78,TX,12278,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Above the national average,Not Available
102279,Hospital 2279,City 79,GA,12279,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Above the national average
102280,Hospital 2280,City 80,GA,12280,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Same as the national average
102281,Hospital 2281,City 81,FL,12281,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Not Available,Not Available
102282,Hospital 2282,City 82,TX,12282,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Above the national average,Above the national average
102283,Hospital 2283,City 83,PA,12283,County 33,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Same as the national average,Same as the national average
102284,Hospital 2284,City 84,NC,12284,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Not Available,Above the national average
102285,Hospital 2285,City 85,IL,12285,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Not Available,Above the national average
102286,Hospital 2286,City 86,MI,12286,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Below the national average,Below the national average
102287,Hospital 2287,City 87,TX,12287,County 37,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Above the national average
102288,Hospital 2288,City 88,GA,12288,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Below the national average
102289,Hospital 2289,City 89,FL,12289,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Below the national average,Below the national average
102290,Hospital 2290,City 90,FL,12290,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Same as the national average
102291,Hospital 2291,City 91,GA,12291,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Above the national average,Not Available
102292,Hospital 2292,City 92,TX,12292,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Below the national average
102293,Hospital 2293,City 93,CA,12293,County 43,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Below the national average,Same as the national average
102294,Hospital 2294,City 94,PA,12294,County 44,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Same as the national average,Above the national average
102295,Hospital 2295,City 95,PA,12295,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Same as the national average,Below the national average
102296,Hospital 2296,City 96,PA,12296,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Above the national average
102297,Hospital 2297,City 97,IL,12297,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Not Available
102298,Hospital 2298,City 98,OH,12298,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Same as the national average
102299,Hospital 2299,City 99,IL,12299,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Above the national average,Below the national average
102300,Hospital 2300,City 0,GA,12300,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Same as the national average,Not Available
102301,Hospital 2301,City 1,PA,12301,County 1,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Below the national average,Same as the national average
102302,Hospital 2302,City 2,MI,12302,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Below the national average
102303,Hospital 2303,City 3,NY,12303,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Not Available,Below the national average
102304,Hospital 2304,City 4,TX,12304,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Below the national average
102305,Hospital 2305,City 5,OH,12305,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Below the national average
102306,Hospital 2306,City 6,MI,12306,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Same as the national average,Not Available
102307,Hospital 2307,City 7,CA,12307,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Above the national average,Same as the national average
102308,Hospital 2308,City 8,FL,12308,County 8,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Below the national average,Above the national average
102309,Hospital 2309,City 9,OH,12309,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Above the national average
102310,Hospital 2310,City 10,NC,12310,County 10,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Same as the national average
102311,Hospital 2311,City 11,GA,12311,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Same as the national average,Same as the national average
102312,Hospital 2312,City 12,NY,12312,County 12,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Above the national average
102313,Hospital 2313,City 13,NY,12313,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Below the national average
102314,Hospital 2314,City 14,PA,12314,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Below the national average,Not Available
102315,Hospital 2315,City 15,NY,12315,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Above the national average,Same as the national average
102316,Hospital 2316,City 16,MI,12316,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Not Available,Above the national average
102317,Hospital 2317,City 17,PA,12317,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Not Available
102318,Hospital 2318,City 18,FL,12318,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Below the national average,Below the national average
102319,Hospital 2319,City 19,NC,12319,County 19,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Same as the national average,Same as the national average
102320,Hospital 2320,City 20,MI,12320,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Below the national average,Below the national average
102321,Hospital 2321,City 21,OH,12321,County 21,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Not Available
102322,Hospital 2322,City 22,MI,12322,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Above the national average,Above the national average
102323,Hospital 2323,City 23,OH,12323,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Below the national average,Same as the national average
102324,Hospital 2324,City 24,MI,12324,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Above the national average,Same as the national average
102325,Hospital 2325,City 25,MI,12325,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Above the national average
102326,Hospital 2326,City 26,FL,12326,County 26,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Not Available,Not Available
102327,Hospital 2327,City 27,PA,12327,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Not Available
102328,Hospital 2328,City 28,NC,12328,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Above the national average,Above the national average
102329,Hospital 2329,City 29,NY,12329,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Above the national average,Below the national average
102330,Hospital 2330,City 30,GA,12330,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Above the national average,Above the national average
102331,Hospital 2331,City 31,PA,12331,County 31,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Above the national average
102332,Hospital 2332,City 32,IL,12332,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Above the national average,Above the national average
102333,Hospital 2333,City 33,IL,12333,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Above the national average
102334,Hospital 2334,City 34,NY,12334,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Above the national average,Above the national average
102335,Hospital 2335,City 35,FL,12335,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Above the national average
102336,Hospital 2336,City 36,MI,12336,County 36,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Same as the national average,Above the national average
102337,Hospital 2337,City 37,OH,12337,County 37,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Not Available
102338,Hospital 2338,City 38,GA,12338,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Above the national average,Above the national average
102339,Hospital 2339,City 39,IL,12339,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Below the national average,Above the national average
102340,Hospital 2340,City 40,IL,12340,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Above the national average,Above the national average
102341,Hospital 2341,City 41,MI,12341,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Same as the national average,Above the national average
102342,Hospital 2342,City 42,IL,12342,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Not Available
102343,Hospital 2343,City 43,NC,12343,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Same as the national average,Below the national average
102344,Hospital 2344,City 44,PA,12344,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Below the national average,Not Available
102345,Hospital 2345,City 45,PA,12345,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Not Available,Below the national average
102346,Hospital 2346,City 46,OH,12346,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Below the national average
102347,Hospital 2347,City 47,PA,12347,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Below the national average
102348,Hospital 2348,City 48,NC,12348,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Same as the national average
102349,Hospital 2349,City 49,FL,12349,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Above the national average,Above the national average
102350,Hospital 2350,City 50,NC,12350,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Below the national average,Same as the national average
102351,Hospital 2351,City 51,FL,12351,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Below the national average,Below the national average
102352,Hospital 2352,City 52,NC,12352,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Same as the national average,Below the national average
102353,Hospital 2353,City 53,OH,12353,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Same as the national average
102354,Hospital 2354,City 54,NY,12354,County 4,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Above the national average,Below the national average
102355,Hospital 2355,City 55,FL,12355,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Same as the national average
102356,Hospital 2356,City 56,NY,12356,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Above the national average,Same as the national average
102357,Hospital 2357,City 57,TX,12357,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Not Available,Above the national average
102358,Hospital 2358,City 58,OH,12358,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Below the national average,Below the national average
102359,Hospital 2359,City 59,OH,12359,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Not Available,Not Available
102360,Hospital 2360,City 60,MI,12360,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Not Available,Below the national average
102361,Hospital 2361,City 61,PA,12361,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Not Available,Above the national average
102362,Hospital 2362,City 62,OH,12362,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Above the national average
102363,Hospital 2363,City 63,GA,12363,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Above the national average,Above the national average
102364,Hospital 2364,City 64,FL,12364,County 14,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Same as the national average
102365,Hospital 2365,City 65,MI,12365,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Below the national average,Not Available
102366,Hospital 2366,City 66,FL,12366,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Above the national average
102367,Hospital 2367,City 67,NC,12367,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Not Available,Below the national average
102368,Hospital 2368,City 68,MI,12368,County 18,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Below the national average,Above the national average
102369,Hospital 2369,City 69,NC,12369,County 19,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Below the national average,Same as the national average
102370,Hospital 2370,City 70,NY,12370,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Not Available,Above the national average
102371,Hospital 2371,City 71,TX,12371,County 21,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Not Available,Same as the national average
102372,Hospital 2372,City 72,NY,12372,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Above the national average,Below the national average
102373,Hospital 2373,City 73,TX,12373,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Not Available
102374,Hospital 2374,City 74,CA,12374,County 24,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Above the national average
102375,Hospital 2375,City 75,GA,12375,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Above the national average,Below the national average
102376,Hospital 2376,City 76,NC,12376,County 26,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Above the national average,Below the national average
102377,Hospital 2377,City 77,OH,12377,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Above the national average,Below the national average
102378,Hospital 2378,City 78,PA,12378,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Above the national average
102379,Hospital 2379,City 79,NY,12379,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Same as the national average,Not Available
102380,Hospital 2380,City 80,NC,12380,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Not Available,Above the national average
102381,Hospital 2381,City 81,TX,12381,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Same as the national average,Same as the national average
102382,Hospital 2382,City 82,TX,12382,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Above the national average,Below the national average
102383,Hospital 2383,City 83,NY,12383,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Above the national average,Below the national average
102384,Hospital 2384,City 84,TX,12384,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Same as the national average
102385,Hospital 2385,City 85,GA,12385,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Same as the national average
102386,Hospital 2386,City 86,OH,12386,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Same as the national average,Above the national average
102387,Hospital 2387,City 87,GA,12387,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Same as the national average,Not Available
102388,Hospital 2388,City 88,PA,12388,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Not Available
102389,Hospital 2389,City 89,NY,12389,County 39,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Same as the national average,Below the national average
102390,Hospital 2390,City 90,OH,12390,County 40,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Same as the national average,Not Available
102391,Hospital 2391,City 91,MI,12391,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Below the national average,Not Available
102392,Hospital 2392,City 92,CA,12392,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Not Available,Above the national average
102393,Hospital 2393,City 93,NC,12393,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Below the national average,Below the national average
102394,Hospital 2394,City 94,OH,12394,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Below the national average,Below the national average
102395,Hospital 2395,City 95,IL,12395,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Not Available,Same as the national average
102396,Hospital 2396,City 96,GA,12396,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Above the national average
102397,Hospital 2397,City 97,IL,12397,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Same as the national average,Below the national average
102398,Hospital 2398,City 98,PA,12398,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Below the national average,Below the national average
102399,Hospital 2399,City 99,FL,12399,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Below the national average,Below the national average
102400,Hospital 2400,City 0,MI,12400,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Below the national average,Same as the national average
102401,Hospital 2401,City 1,PA,12401,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Above the national average
102402,Hospital 2402,City 2,IL,12402,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Not Available
102403,Hospital 2403,City 3,PA,12403,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Not Available
102404,Hospital 2404,City 4,NC,12404,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Above the national average,Below the national average
102405,Hospital 2405,City 5,CA,12405,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Above the national average
102406,Hospital 2406,City 6,FL,12406,County 6,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Not Available
102407,Hospital 2407,City 7,FL,12407,County 7,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Not Available,Above the national average
102408,Hospital 2408,City 8,GA,12408,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Above the national average,Same as the national average
102409,Hospital 2409,City 9,TX,12409,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Above the national average
102410,Hospital 2410,City 10,IL,12410,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Above the national average
